"Date","Price"
2020-11-12,99.5699005126953
2020-11-13,100.193473815918
2020-11-16,103.021514892578
2020-11-17,101.976364135742
2020-11-18,101.221046447754
2020-11-19,101.493324279785
2020-11-20,100.623832702637
2020-11-23,103.522148132324
2020-11-24,108.308731079102
2020-11-25,107.175758361816
2020-11-27,106.46435546875
2020-11-30,103.530921936035
2020-12-01,105.164505004883
2020-12-02,107.184539794922
2020-12-03,106.481910705566
2020-12-04,107.448013305664
2020-12-07,107.044013977051
2020-12-08,107.1494140625
2020-12-09,106.315048217773
2020-12-10,105.629989624023
2020-12-11,105.006423950195
2020-12-14,103.899787902832
2020-12-15,105.67391204834
2020-12-16,105.981300354004
2020-12-17,105.10302734375
2020-12-18,104.584854125977
2020-12-21,108.510757446289
2020-12-22,106.859588623047
2020-12-23,109.845703125
2020-12-24,109.362655639648
2020-12-28,110.08283996582
2020-12-29,109.793006896973
2020-12-30,110.100402832031
2020-12-31,111.602241516113
2021-01-04,110.548332214355
2021-01-05,111.149848937988
2021-01-06,116.368988037109
2021-01-07,120.190467834473
2021-01-08,120.323143005371
2021-01-11,122.11890411377
2021-01-12,124.038452148438
2021-01-13,124.15348815918
2021-01-14,124.87882232666
2021-01-15,122.640815734863
2021-01-19,122.110015869141
2021-01-20,120.278907775879
2021-01-21,119.270477294922
2021-01-22,118.350471496582
2021-01-25,116.873222351074
2021-01-26,116.395538330078
2021-01-27,113.104820251465
2021-01-28,115.095169067383
2021-01-29,113.821342468262
2021-02-01,114.661727905273
2021-02-02,118.191253662109
2021-02-03,119.544708251953
2021-02-04,122.295776367188
2021-02-05,122.056953430176
2021-02-08,123.96768951416
2021-02-09,123.472320556641
2021-02-10,123.543083190918
2021-02-11,123.198066711426
2021-02-12,124.949607849121
2021-02-16,127.957206726074
2021-02-17,128.355316162109
2021-02-18,128.788726806641
2021-02-19,130.93830871582
2021-02-22,132.167953491211
2021-02-23,133.229431152344
2021-02-24,135.573608398438
2021-02-25,133.733673095703
2021-02-26,130.186416625977
2021-03-01,133.132125854492
2021-03-02,132.698669433594
2021-03-03,135.264022827148
2021-03-04,133.18522644043
2021-03-05,133.494842529297
2021-03-08,135.264022827148
2021-03-09,134.308670043945
2021-03-10,137.22785949707
2021-03-11,136.511322021484
2021-03-12,138.130126953125
2021-03-15,137.440155029297
2021-03-16,135.79475402832
2021-03-17,137.192459106445
2021-03-18,139.45703125
2021-03-19,137.236679077148
2021-03-22,133.547897338867
2021-03-23,132.212158203125
2021-03-24,133.23828125
2021-03-25,134.945556640625
2021-03-26,137.192459106445
2021-03-29,135.060562133789
2021-03-30,136.652847290039
2021-03-31,134.662506103516
2021-04-01,135.971725463867
2021-04-05,136.692459106445
2021-04-06,135.731414794922
2021-04-07,137.858047485352
2021-04-08,138.02717590332
2021-04-09,139.059341430664
2021-04-12,138.765686035156
2021-04-13,137.110626220703
2021-04-14,134.54801940918
2021-04-15,135.402206420898
2021-04-16,136.407730102539
2021-04-19,135.829330444336
2021-04-20,132.821762084961
2021-04-21,133.95182800293
2021-04-22,131.131134033203
2021-04-23,133.640396118164
2021-04-26,133.969650268555
2021-04-27,134.583618164062
2021-04-28,135.455596923828
2021-04-29,138.089462280273
2021-04-30,136.861526489258
2021-05-03,136.461074829102
2021-05-04,138.347503662109
2021-05-05,140.162689208984
2021-05-06,142.9833984375
2021-05-07,143.47282409668
2021-05-10,143.454986572266
2021-05-11,141.0703125
2021-05-12,140.100433349609
2021-05-13,143.704177856445
2021-05-14,145.937591552734
2021-05-17,146.524841308594
2021-05-18,144.460494995117
2021-05-19,143.357116699219
2021-05-20,143.107971191406
2021-05-21,144.736267089844
2021-05-24,145.519348144531
2021-05-25,144.015563964844
2021-05-26,143.997772216797
2021-05-27,146.240127563477
2021-05-28,146.142227172852
2021-06-01,147.75276184082
2021-06-02,147.761672973633
2021-06-03,147.859558105469
2021-06-04,148.099807739258
2021-06-07,147.405776977539
2021-06-08,146.818466186523
2021-06-09,144.985488891602
2021-06-10,142.725341796875
2021-06-11,142.627471923828
2021-06-14,140.207214355469
2021-06-15,138.080551147461
2021-06-16,139.050445556641
2021-06-17,135.037399291992
2021-06-18,131.620529174805
2021-06-21,133.853958129883
2021-06-22,133.658187866211
2021-06-23,134.467910766602
2021-06-24,135.704803466797
2021-06-25,137.075103759766
2021-06-28,137.324188232422
2021-06-29,137.155197143555
2021-06-30,138.400894165039
2021-07-01,139.771209716797
2021-07-02,139.636978149414
2021-07-06,137.292205810547
2021-07-07,137.453308105469
2021-07-08,135.081741333008
2021-07-09,139.404266357422
2021-07-12,141.399963378906
2021-07-13,139.296875
2021-07-14,138.822555541992
2021-07-15,139.126876831055
2021-07-16,135.949813842773
2021-07-19,131.52880859375
2021-07-20,133.980987548828
2021-07-21,136.79997253418
2021-07-22,135.072784423828
2021-07-23,134.813232421875
2021-07-26,135.717132568359
2021-07-27,135.538131713867
2021-07-28,135.761871337891
2021-07-29,136.925277709961
2021-07-30,135.833465576172
2021-08-02,135.287551879883
2021-08-03,136.82682800293
2021-08-04,135.350204467773
2021-08-05,137.059524536133
2021-08-06,140.952499389648
2021-08-09,140.800354003906
2021-08-10,142.527603149414
2021-08-11,144.227981567383
2021-08-12,144.791793823242
2021-08-13,143.171920776367
2021-08-16,142.232269287109
2021-08-17,140.513977050781
2021-08-18,139.23420715332
2021-08-19,138.070816040039
2021-08-20,138.464553833008
2021-08-23,140.236541748047
2021-08-24,141.104644775391
2021-08-25,144.013168334961
2021-08-26,144.755996704102
2021-08-27,145.919403076172
