"Date","Price"
2020-11-12,206.569366455078
2020-11-13,207.595291137695
2020-11-16,208.285614013672
2020-11-17,205.629699707031
2020-11-18,202.918731689453
2020-11-19,204.206909179688
2020-11-20,202.255401611328
2020-11-23,201.986221313477
2020-11-24,205.591217041016
2020-11-25,205.600830078125
2020-11-27,206.908264160156
2020-11-30,205.79313659668
2020-12-01,207.850372314453
2020-12-02,207.042816162109
2020-12-03,205.956588745117
2020-12-04,206.071929931641
2020-12-07,206.004623413086
2020-12-08,207.658081054688
2020-12-09,203.610900878906
2020-12-10,202.380355834961
2020-12-11,205.014434814453
2020-12-14,205.918090820312
2020-12-15,205.850830078125
2020-12-16,210.801696777344
2020-12-17,210.936264038086
2020-12-18,210.138366699219
2020-12-21,213.98371887207
2020-12-22,215.281494140625
2020-12-23,212.474380493164
2020-12-24,214.137496948242
2020-12-28,216.262100219727
2020-12-29,215.4833984375
2020-12-30,213.10888671875
2020-12-31,213.820297241211
2021-01-04,209.273132324219
2021-01-05,209.475051879883
2021-01-06,204.043487548828
2021-01-07,209.84992980957
2021-01-08,211.128555297852
2021-01-11,209.080902099609
2021-01-12,206.619903564453
2021-01-13,207.975357055664
2021-01-14,204.783721923828
2021-01-15,204.427993774414
2021-01-19,208.071441650391
2021-01-20,215.666030883789
2021-01-21,216.271667480469
2021-01-22,217.213806152344
2021-01-25,220.655364990234
2021-01-26,223.347122192383
2021-01-27,223.895065307617
2021-01-28,229.691909790039
2021-01-29,222.991409301758
2021-02-01,230.384094238281
2021-02-02,230.249496459961
2021-02-03,233.604614257812
2021-02-04,232.65283203125
2021-02-05,232.835494995117
2021-02-08,233.095062255859
2021-02-09,234.344802856445
2021-02-10,233.431533813477
2021-02-11,235.036972045898
2021-02-12,235.517623901367
2021-02-16,234.277496337891
2021-02-17,235.298858642578
2021-02-18,234.903823852539
2021-02-19,232.186599731445
2021-02-22,225.962051391602
2021-02-23,224.76725769043
2021-02-24,226.000579833984
2021-02-25,220.643280029297
2021-02-26,223.909713745117
2021-03-01,228.303512573242
2021-03-02,225.34538269043
2021-03-03,219.265350341797
2021-03-04,218.46565246582
2021-03-05,223.158157348633
2021-03-08,219.101593017578
2021-03-09,225.258682250977
2021-03-10,223.948211669922
2021-03-11,228.486557006836
2021-03-12,227.15690612793
2021-03-15,226.251129150391
2021-03-16,229.045440673828
2021-03-17,228.399856567383
2021-03-18,222.310211181641
2021-03-19,221.953720092773
2021-03-22,227.388137817383
2021-03-23,228.920166015625
2021-03-24,226.877426147461
2021-03-25,223.871170043945
2021-03-26,227.860260009766
2021-03-29,226.665481567383
2021-03-30,223.399032592773
2021-03-31,227.17610168457
2021-04-01,233.516326904297
2021-04-05,239.99137878418
2021-04-06,238.825454711914
2021-04-07,240.791091918945
2021-04-08,244.019012451172
2021-04-09,246.524230957031
2021-04-12,246.58203125
2021-04-13,249.068008422852
2021-04-14,246.273696899414
2021-04-15,250.041152954102
2021-04-16,251.235992431641
2021-04-19,249.308898925781
2021-04-20,248.846374511719
2021-04-21,251.081741333008
2021-04-22,247.796127319336
2021-04-23,251.63102722168
2021-04-26,252.016464233398
2021-04-27,252.421142578125
2021-04-28,245.28125
2021-04-29,243.305953979492
2021-04-30,242.987976074219
2021-05-03,242.679641723633
2021-05-04,238.758010864258
2021-05-05,237.486114501953
2021-05-06,240.627288818359
2021-05-07,243.257797241211
2021-05-10,238.170257568359
2021-05-11,237.254821777344
2021-05-12,230.288391113281
2021-05-13,234.171524047852
2021-05-14,239.104873657227
2021-05-17,236.243118286133
2021-05-18,234.219665527344
2021-05-19,234.799133300781
2021-05-20,238.044143676758
2021-05-21,236.779006958008
2021-05-24,242.196960449219
2021-05-25,243.104797363281
2021-05-26,242.882675170898
2021-05-27,240.777252197266
2021-05-28,241.134613037109
2021-06-01,238.932662963867
2021-06-02,238.836074829102
2021-06-03,237.300521850586
2021-06-04,242.206634521484
2021-06-07,245.123291015625
2021-06-08,243.925720214844
2021-06-09,244.910781860352
2021-06-10,248.43586730957
2021-06-11,249.063659667969
2021-06-14,250.995223999023
2021-06-15,249.517562866211
2021-06-16,248.571090698242
2021-06-17,251.970626831055
2021-06-18,250.550903320312
2021-06-21,253.641372680664
2021-06-22,256.4228515625
2021-06-23,256.191070556641
2021-06-24,257.5625
2021-06-25,255.949584960938
2021-06-28,259.52294921875
2021-06-29,262.111267089844
2021-06-30,261.628295898438
2021-07-01,262.304443359375
2021-07-02,268.147338867188
2021-07-06,268.156982421875
2021-07-07,270.349304199219
2021-07-08,267.925262451172
2021-07-09,268.427398681641
2021-07-12,267.828552246094
2021-07-13,271.363433837891
2021-07-14,272.840972900391
2021-07-15,271.41162109375
2021-07-16,271.141265869141
2021-07-19,267.529266357422
2021-07-20,269.760192871094
2021-07-21,271.768981933594
2021-07-22,276.346740722656
2021-07-23,279.755920410156
2021-07-26,279.157135009766
2021-07-27,276.733093261719
2021-07-28,276.424072265625
2021-07-29,276.694458007812
2021-07-30,275.158905029297
2021-08-02,275.071960449219
2021-08-03,277.293273925781
2021-08-04,276.704132080078
2021-08-05,279.611053466797
2021-08-06,279.553192138672
2021-08-09,278.461791992188
2021-08-10,276.636535644531
2021-08-11,277.129058837891
2021-08-12,279.891235351562
2021-08-13,282.827087402344
2021-08-16,284.517242431641
2021-08-17,283.049224853516
2021-08-18,281.317260742188
2021-08-19,287.161651611328
2021-08-20,294.505950927734
2021-08-23,294.786560058594
2021-08-24,292.822296142578
2021-08-25,292.232055664062
2021-08-26,289.406585693359
2021-08-27,290.016143798828
